dist|perl-5.31.0.author|perl-5.31.0.distname|perl-5.31.0.distversion|perl-5.31.0.grade|perl-5.31.1.author|perl-5.31.1.distname|perl-5.31.1.distversion|perl-5.31.1.grade
Sys-Hostname-FQDN|MIKER|Sys-Hostname-FQDN-0.12|0.12|PASS|MIKER|Sys-Hostname-FQDN-0.12|0.12|PASS
Sys-Hostname-Long|SCOTT|Sys-Hostname-Long-1.5|1.5|PASS|SCOTT|Sys-Hostname-Long-1.5|1.5|PASS
Sys-Info|BURAK|Sys-Info-0.7811|0.7811|UNKNOWN|BURAK|Sys-Info-0.7811|0.7811|UNKNOWN
Sys-Info-Base|BURAK|Sys-Info-Base-0.7807|0.7807|PASS|BURAK|Sys-Info-Base-0.7807|0.7807|PASS
Sys-Info-Driver-BSD|BURAK|Sys-Info-Driver-BSD-0.7801|0.7801|PASS|BURAK|Sys-Info-Driver-BSD-0.7801|0.7801|PASS
Sys-Path|JKUTEJ|Sys-Path-0.16|0.16|PASS|JKUTEJ|Sys-Path-0.16|0.16|PASS
Sys-Run|TEX|Sys-Run-0.16|0.16|PASS|TEX|Sys-Run-0.16|0.16|PASS
Sys-SigAction|LBAXTER|Sys-SigAction-0.23|0.23|PASS|LBAXTER|Sys-SigAction-0.23|0.23|PASS
Sys-Syscall|BRADFITZ|Sys-Syscall-0.25|0.25|PASS|BRADFITZ|Sys-Syscall-0.25|0.25|PASS
Sysadm-Install|MSCHILLI|Sysadm-Install-0.48|0.48|PASS|MSCHILLI|Sysadm-Install-0.48|0.48|PASS
System-Command|BOOK|System-Command-1.119|1.119|PASS|BOOK|System-Command-1.119|1.119|PASS
System-Sub|DOLMEN|System-Sub-0.162800|0.162800|PASS|DOLMEN|System-Sub-0.162800|0.162800|PASS
TAP-DOM|SCHWIGON|TAP-DOM-0.14|0.14|PASS|SCHWIGON|TAP-DOM-0.14|0.14|PASS
TAP-Formatter-HTML|SPURKIS|TAP-Formatter-HTML-0.11|0.11|PASS|SPURKIS|TAP-Formatter-HTML-0.11|0.11|PASS
TAP-Formatter-JUnit|GTERMARS|TAP-Formatter-JUnit-0.11|0.11|PASS|GTERMARS|TAP-Formatter-JUnit-0.11|0.11|PASS
TAP-Harness-Archive|SCHWIGON|TAP-Harness-Archive-0.18|0.18|PASS|SCHWIGON|TAP-Harness-Archive-0.18|0.18|PASS
TAP-Harness-JUnit|JLAVALLEE|TAP-Harness-JUnit-0.42|0.42|PASS|JLAVALLEE|TAP-Harness-JUnit-0.42|0.42|PASS
TAP-SimpleOutput|RSRCHBOY|TAP-SimpleOutput-0.009|0.009|PASS|RSRCHBOY|TAP-SimpleOutput-0.009|0.009|PASS
TOML|KARUPA|TOML-0.97|0.97|PASS|KARUPA|TOML-0.97|0.97|PASS
TOML-Parser|KARUPA|TOML-Parser-0.91|0.91|PASS|KARUPA|TOML-Parser-0.91|0.91|PASS
Tags|SKIM|Tags-0.07|0.07|PASS|SKIM|Tags-0.07|0.07|PASS
Taint-Runtime|RHANDOM|Taint-Runtime-0.03|0.03|PASS|RHANDOM|Taint-Runtime-0.03|0.03|PASS
Taint-Util|AVAR|Taint-Util-0.08|0.08|PASS|AVAR|Taint-Util-0.08|0.08|PASS
Task-Weaken|ETHER|Task-Weaken-1.06|1.06|PASS|ETHER|Task-Weaken-1.06|1.06|PASS
Tcl|VKON|Tcl-1.27|1.27|PASS|VKON|Tcl-1.27|1.27|PASS
Template-Alloy|RHANDOM|Template-Alloy-1.020|1.020|PASS|RHANDOM|Template-Alloy-1.020|1.020|PASS
Template-Declare|ALEXMV|Template-Declare-0.47|0.47|FAIL|ALEXMV|Template-Declare-0.47|0.47|FAIL
Template-Extract|AUDREYT|Template-Extract-0.41|0.41|PASS|AUDREYT|Template-Extract-0.41|0.41|PASS
Template-Mustache|YANICK|Template-Mustache-1.3.2|1.3.2|PASS|YANICK|Template-Mustache-1.3.2|1.3.2|PASS
Template-Plugin-Autoformat|KARMAN|Template-Plugin-Autoformat-2.77|2.77|PASS|KARMAN|Template-Plugin-Autoformat-2.77|2.77|PASS
Template-Plugin-Class|RCLAMP|Template-Plugin-Class-0.14|0.14|PASS|RCLAMP|Template-Plugin-Class-0.14|0.14|PASS
Template-Plugin-EnvHash|SRSHAH|Template-Plugin-EnvHash-1.06|1.06|PASS|SRSHAH|Template-Plugin-EnvHash-1.06|1.06|PASS
Template-Plugin-Number-Format|DARREN|Template-Plugin-Number-Format-1.06|1.06|PASS|DARREN|Template-Plugin-Number-Format-1.06|1.06|PASS
Template-Plugin-VMethods|MARKF|Template-Plugin-VMethods-0.03|0.03|PASS|MARKF|Template-Plugin-VMethods-0.03|0.03|PASS
Template-Provider-FromDATA|BRICAS|Template-Provider-FromDATA-0.13|0.13|PASS|BRICAS|Template-Provider-FromDATA-0.13|0.13|PASS
Template-Timer|PETDANCE|Template-Timer-1.00|1.00|PASS|PETDANCE|Template-Timer-1.00|1.00|PASS
Template-Tiny|ADAMK|Template-Tiny-1.12|1.12|PASS|ADAMK|Template-Tiny-1.12|1.12|PASS
Template-Toolkit|ATOOMIC|Template-Toolkit-2.29|2.29|PASS|ATOOMIC|Template-Toolkit-2.29|2.29|PASS
Template-Toolkit-Simple|INGY|Template-Toolkit-Simple-0.31|0.31|PASS|INGY|Template-Toolkit-Simple-0.31|0.31|PASS
Teng|SATOH|Teng-0.31|0.31|PASS|SATOH|Teng-0.31|0.31|PASS
Tenjin|IDOPEREL|Tenjin-1.000001|1.000001|PASS|IDOPEREL|Tenjin-1.000001|1.000001|PASS
Term-ANSIColor-Markup|KENTARO|Term-ANSIColor-Markup-0.06|0.06|PASS|KENTARO|Term-ANSIColor-Markup-0.06|0.06|PASS
Term-ANSIScreen|AUDREYT|Term-ANSIScreen-1.50|1.50|PASS|AUDREYT|Term-ANSIScreen-1.50|1.50|PASS
Term-Choose|KUERBIS|Term-Choose-1.654|1.654|PASS|KUERBIS|Term-Choose-1.654|1.654|PASS
Term-Encoding|MIYAGAWA|Term-Encoding-0.03|0.03|PASS|MIYAGAWA|Term-Encoding-0.03|0.03|PASS
Term-ExtendedColor|WOLDRICH|Term-ExtendedColor-0.504|0.504|PASS|WOLDRICH|Term-ExtendedColor-0.504|0.504|PASS
Term-ProgressBar|MANWAR|Term-ProgressBar-2.22|2.22|PASS|MANWAR|Term-ProgressBar-2.22|2.22|PASS
Term-ProgressBar-Quiet|LBROCARD|Term-ProgressBar-Quiet-0.31|0.31|PASS|LBROCARD|Term-ProgressBar-Quiet-0.31|0.31|PASS
Term-ProgressBar-Simple|EVDB|Term-ProgressBar-Simple-0.03|0.03|PASS|EVDB|Term-ProgressBar-Simple-0.03|0.03|PASS
Term-Prompt|PERSICOM|Term-Prompt-1.04|1.04|PASS|PERSICOM|Term-Prompt-1.04|1.04|PASS
Term-ReadLine-Gnu|HAYASHI|Term-ReadLine-Gnu-1.36|1.36|PASS|HAYASHI|Term-ReadLine-Gnu-1.36|1.36|FAIL
Term-Shell|SHLOMIF|Term-Shell-0.11|0.11|PASS|SHLOMIF|Term-Shell-0.11|0.11|PASS
Term-ShellUI|BRONSON|Term-ShellUI-0.92|0.92|PASS|BRONSON|Term-ShellUI-0.92|0.92|PASS
Term-Size|FERREIRA|Term-Size-0.209|0.209|PASS|FERREIRA|Term-Size-0.209|0.209|PASS
Term-Size-Any|FERREIRA|Term-Size-Any-0.002|0.002|PASS|FERREIRA|Term-Size-Any-0.002|0.002|PASS
Term-Size-Perl|FERREIRA|Term-Size-Perl-0.031|0.031|PASS|FERREIRA|Term-Size-Perl-0.031|0.031|PASS
Term-Sk|KEICHNER|Term-Sk-0.18|0.18|PASS|KEICHNER|Term-Sk-0.18|0.18|PASS
Term-Table|EXODIST|Term-Table-0.013|0.013|PASS|EXODIST|Term-Table-0.013|0.013|PASS
Term-UI|BINGOS|Term-UI-0.46|0.46|PASS|BINGOS|Term-UI-0.46|0.46|PASS
Term-VT102|AJWOOD|Term-VT102-0.91|0.91|PASS|AJWOOD|Term-VT102-0.91|0.91|PASS
Term-VT102-Boundless|FBARRIOS|Term-VT102-Boundless-0.05|0.05|PASS|FBARRIOS|Term-VT102-Boundless-0.05|0.05|PASS
TermReadKey|JSTOWE|TermReadKey-2.38|2.38|PASS|JSTOWE|TermReadKey-2.38|2.38|PASS
Test-API|DAGOLDEN|Test-API-0.010|0.010|PASS|DAGOLDEN|Test-API-0.010|0.010|PASS
Test-Abortable|RJBS|Test-Abortable-0.002|0.002|PASS|RJBS|Test-Abortable-0.002|0.002|PASS
Test-AllModules|BAYASHI|Test-AllModules-0.15|0.15|PASS|BAYASHI|Test-AllModules-0.15|0.15|PASS
Test-Assert|DEXTER|Test-Assert-0.0504|0.0504|PASS|DEXTER|Test-Assert-0.0504|0.0504|PASS
Test-Assertions|BBC|Test-Assertions-1.054|1.054|PASS|BBC|Test-Assertions-1.054|1.054|PASS
Test-BDD-Cucumber|SARGIE|Test-BDD-Cucumber-0.57|0.57|PASS|SARGIE|Test-BDD-Cucumber-0.57|0.57|PASS
Test-Base|INGY|Test-Base-0.89|0.89|PASS|INGY|Test-Base-0.89|0.89|PASS
Test-Bits|DROLSKY|Test-Bits-0.02|0.02|PASS|DROLSKY|Test-Bits-0.02|0.02|PASS
Test-CPAN-Changes-ReallyStrict|KENTNL|Test-CPAN-Changes-ReallyStrict-1.000004|1.000004|PASS|KENTNL|Test-CPAN-Changes-ReallyStrict-1.000004|1.000004|PASS
Test-CPAN-Meta|BARBIE|Test-CPAN-Meta-0.25|0.25|PASS|BARBIE|Test-CPAN-Meta-0.25|0.25|PASS
Test-CPAN-Meta-JSON|BARBIE|Test-CPAN-Meta-JSON-0.16|0.16|PASS|BARBIE|Test-CPAN-Meta-JSON-0.16|0.16|PASS
Test-Carp|DMUEY|Test-Carp-0.2|0.2|PASS|DMUEY|Test-Carp-0.2|0.2|PASS
Test-CheckDeps|LEONT|Test-CheckDeps-0.010|0.010|PASS|LEONT|Test-CheckDeps-0.010|0.010|PASS
Test-CheckManifest|RENEEB|Test-CheckManifest-1.42|1.42|PASS|RENEEB|Test-CheckManifest-1.42|1.42|PASS
Test-Class|ETHER|Test-Class-0.50|0.50|PASS|ETHER|Test-Class-0.50|0.50|PASS
Test-Class-Moose|DROLSKY|Test-Class-Moose-0.97|0.97|PASS|DROLSKY|Test-Class-Moose-0.97|0.97|PASS
Test-Class-Most|OVID|Test-Class-Most-0.08|0.08|PASS|OVID|Test-Class-Most-0.08|0.08|PASS
Test-ClassAPI|ETHER|Test-ClassAPI-1.07|1.07|PASS|ETHER|Test-ClassAPI-1.07|1.07|PASS
Test-CleanNamespaces|ETHER|Test-CleanNamespaces-0.24|0.24|PASS|ETHER|Test-CleanNamespaces-0.24|0.24|PASS
Test-Cmd|NEILB|Test-Cmd-1.09|1.09|PASS|NEILB|Test-Cmd-1.09|1.09|PASS
Test-Command|DANBOO|Test-Command-0.11|0.11|PASS|DANBOO|Test-Command-0.11|0.11|PASS
Test-CompanionClasses|MARCEL|Test-CompanionClasses-1.101370|1.101370|PASS|MARCEL|Test-CompanionClasses-1.101370|1.101370|PASS
Test-Compile|EGILES|Test-Compile-v2.2.2|v2.2.2|PASS|EGILES|Test-Compile-v2.2.2|v2.2.2|PASS
Test-ConsistentVersion|CEBJYRE|Test-ConsistentVersion-v0.3.0|v0.3.0|PASS|CEBJYRE|Test-ConsistentVersion-v0.3.0|v0.3.0|PASS
Test-DBIx-Class|NEWELLC|Test-DBIx-Class-0.52|0.52|PASS|NEWELLC|Test-DBIx-Class-0.52|0.52|PASS
Test-Database|BOOK|Test-Database-1.113|1.113|PASS|BOOK|Test-Database-1.113|1.113|PASS
Test-DatabaseRow|MARKF|Test-DatabaseRow-2.04|2.04|PASS|MARKF|Test-DatabaseRow-2.04|2.04|PASS
Test-Deep|RJBS|Test-Deep-1.128|1.128|PASS|RJBS|Test-Deep-1.128|1.128|PASS
Test-Deep-Fuzzy|KARUPA|Test-Deep-Fuzzy-0.01|0.01|PASS|KARUPA|Test-Deep-Fuzzy-0.01|0.01|PASS
Test-Deep-JSON|MOTEMEN|Test-Deep-JSON-0.05|0.05|PASS|MOTEMEN|Test-Deep-JSON-0.05|0.05|PASS
Test-Deep-Type|ETHER|Test-Deep-Type-0.008|0.008|PASS|ETHER|Test-Deep-Type-0.008|0.008|PASS
Test-Deep-UnorderedPairs|ETHER|Test-Deep-UnorderedPairs-0.006|0.006|PASS|ETHER|Test-Deep-UnorderedPairs-0.006|0.006|PASS
Test-Dependencies|EHUELS|Test-Dependencies-0.23|0.23|PASS|EHUELS|Test-Dependencies-0.23|0.23|PASS
Test-DiagINC|DAGOLDEN|Test-DiagINC-0.008|0.008|PASS|DAGOLDEN|Test-DiagINC-0.008|0.008|PASS
Test-Differences|DCANTRELL|Test-Differences-0.67|0.67|PASS|DCANTRELL|Test-Differences-0.67|0.67|PASS
Test-Dir|MTHURN|Test-Dir-1.16|1.16|PASS|MTHURN|Test-Dir-1.16|1.16|PASS
Test-Dirs|JKUTEJ|Test-Dirs-0.04|0.04|PASS|JKUTEJ|Test-Dirs-0.04|0.04|PASS
Test-DistManifest|ETHER|Test-DistManifest-1.014|1.014|PASS|ETHER|Test-DistManifest-1.014|1.014|PASS
Test-Distribution|SRSHAH|Test-Distribution-2.00|2.00|PASS|SRSHAH|Test-Distribution-2.00|2.00|PASS
Test-EOL|ETHER|Test-EOL-2.00|2.00|PASS|ETHER|Test-EOL-2.00|2.00|PASS
Test-Easy|BELDEN|Test-Easy-1.11|1.11|PASS|BELDEN|Test-Easy-1.11|1.11|PASS
Test-Email|JAMES|Test-Email-0.04|0.04|PASS|JAMES|Test-Email-0.04|0.04|PASS
Test-Exception|EXODIST|Test-Exception-0.43|0.43|PASS|EXODIST|Test-Exception-0.43|0.43|PASS
Test-Exception-LessClever|ETHER|Test-Exception-LessClever-0.009|0.009|PASS|ETHER|Test-Exception-LessClever-0.009|0.009|PASS
Test-Exit|ARODLAND|Test-Exit-0.11|0.11|PASS|ARODLAND|Test-Exit-0.11|0.11|PASS
Test-Expect|BPS|Test-Expect-0.34|0.34|PASS|x|x|x|x
Test-Exports|BMORROW|Test-Exports-1|1|PASS|BMORROW|Test-Exports-1|1|PASS
Test-FailWarnings|DAGOLDEN|Test-FailWarnings-0.008|0.008|PASS|DAGOLDEN|Test-FailWarnings-0.008|0.008|PASS
Test-Fake-HTTPD|MASAKI|Test-Fake-HTTPD-0.08|0.08|PASS|MASAKI|Test-Fake-HTTPD-0.08|0.08|PASS
Test-Fatal|RJBS|Test-Fatal-0.014|0.014|PASS|RJBS|Test-Fatal-0.014|0.014|PASS
Test-File|BDFOY|Test-File-1.443|1.443|PASS|BDFOY|Test-File-1.443|1.443|PASS
Test-File-Contents|DWHEELER|Test-File-Contents-0.23|0.23|PASS|DWHEELER|Test-File-Contents-0.23|0.23|PASS
Test-File-ShareDir|KENTNL|Test-File-ShareDir-1.001002|1.001002|PASS|KENTNL|Test-File-ShareDir-1.001002|1.001002|PASS
Test-Filename|DAGOLDEN|Test-Filename-0.03|0.03|PASS|DAGOLDEN|Test-Filename-0.03|0.03|PASS
Test-Files|PHILCROW|Test-Files-0.14|0.14|PASS|PHILCROW|Test-Files-0.14|0.14|PASS
Test-Fixme|PLICEASE|Test-Fixme-0.16|0.16|PASS|PLICEASE|Test-Fixme-0.16|0.16|PASS
Test-Fixture-DBIC-Schema|SCHWIGON|Test-Fixture-DBIC-Schema-0.04|0.04|PASS|SCHWIGON|Test-Fixture-DBIC-Schema-0.04|0.04|PASS
Test-Fork|MSCHWERN|Test-Fork-0.02|0.02|PASS|MSCHWERN|Test-Fork-0.02|0.02|PASS
Test-HTML-Content|CORION|Test-HTML-Content-0.09|0.09|PASS|CORION|Test-HTML-Content-0.09|0.09|PASS
Test-HTTP-LocalServer|CORION|Test-HTTP-LocalServer-0.64|0.64|PASS|CORION|Test-HTTP-LocalServer-0.64|0.64|PASS
Test-HTTP-Server|NEILB|Test-HTTP-Server-0.04|0.04|PASS|NEILB|Test-HTTP-Server-0.04|0.04|PASS
Test-HTTP-Server-Simple|ALEXMV|Test-HTTP-Server-Simple-0.11|0.11|PASS|ALEXMV|Test-HTTP-Server-Simple-0.11|0.11|PASS
Test-HasVersion|FERREIRA|Test-HasVersion-0.014|0.014|PASS|FERREIRA|Test-HasVersion-0.014|0.014|PASS
Test-HexDifferences|STEFFENW|Test-HexDifferences-1.001|1.001|PASS|STEFFENW|Test-HexDifferences-1.001|1.001|PASS
Test-HexString|PEVANS|Test-HexString-0.03|0.03|PASS|PEVANS|Test-HexString-0.03|0.03|PASS
Test-Identity|PEVANS|Test-Identity-0.01|0.01|PASS|PEVANS|Test-Identity-0.01|0.01|PASS
Test-InDistDir|MITHALDU|Test-InDistDir-1.112071|1.112071|PASS|MITHALDU|Test-InDistDir-1.112071|1.112071|PASS
Test-Inline|ADAMK|Test-Inline-2.213|2.213|PASS|ADAMK|Test-Inline-2.213|2.213|PASS
Test-Inter|SBECK|Test-Inter-1.09|1.09|PASS|SBECK|Test-Inter-1.09|1.09|PASS
Test-Is|DOLMEN|Test-Is-20140823.1|20140823.1|PASS|DOLMEN|Test-Is-20140823.1|20140823.1|PASS
Test-JSON|OVID|Test-JSON-0.11|0.11|PASS|OVID|Test-JSON-0.11|0.11|PASS
Test-Kit|KAORU|Test-Kit-2.15|2.15|PASS|KAORU|Test-Kit-2.15|2.15|PASS
Test-Kwalitee|ETHER|Test-Kwalitee-1.28|1.28|PASS|ETHER|Test-Kwalitee-1.28|1.28|PASS
Test-Kwalitee-Extra|YAKEX|Test-Kwalitee-Extra-v0.4.0|v0.4.0|FAIL|YAKEX|Test-Kwalitee-Extra-v0.4.0|v0.4.0|FAIL
Test-LWP-UserAgent|ETHER|Test-LWP-UserAgent-0.033|0.033|PASS|ETHER|Test-LWP-UserAgent-0.033|0.033|PASS
Test-Lazy|RKRIMEN|Test-Lazy-0.061|0.061|PASS|RKRIMEN|Test-Lazy-0.061|0.061|PASS
Test-LeakTrace|LEEJO|Test-LeakTrace-0.16|0.16|PASS|LEEJO|Test-LeakTrace-0.16|0.16|PASS
Test-LectroTest|TMOERTEL|Test-LectroTest-0.5001|0.5001|PASS|TMOERTEL|Test-LectroTest-0.5001|0.5001|PASS
Test-Lib|HAARG|Test-Lib-0.002|0.002|PASS|HAARG|Test-Lib-0.002|0.002|PASS
Test-Lives|ARISTOTLE|Test-Lives-1.002|1.002|PASS|ARISTOTLE|Test-Lives-1.002|1.002|PASS
Test-LoadAllModules|KITANO|Test-LoadAllModules-0.022|0.022|PASS|KITANO|Test-LoadAllModules-0.022|0.022|PASS
Test-Log-Log4perl|CLKAO|Test-Log-Log4perl-0.32|0.32|PASS|CLKAO|Test-Log-Log4perl-0.32|0.32|PASS
Test-LongString|RGARCIA|Test-LongString-0.17|0.17|PASS|RGARCIA|Test-LongString-0.17|0.17|PASS
Test-Manifest|BDFOY|Test-Manifest-2.021|2.021|PASS|BDFOY|Test-Manifest-2.021|2.021|PASS
Test-Map-Tube|MANWAR|Test-Map-Tube-0.55|0.55|PASS|MANWAR|Test-Map-Tube-0.55|0.55|PASS
Test-Memory-Cycle|PETDANCE|Test-Memory-Cycle-1.06|1.06|PASS|PETDANCE|Test-Memory-Cycle-1.06|1.06|PASS
Test-MinimumVersion|RJBS|Test-MinimumVersion-0.101082|0.101082|PASS|RJBS|Test-MinimumVersion-0.101082|0.101082|PASS
Test-Mock-Guard|XAICRON|Test-Mock-Guard-0.10|0.10|PASS|XAICRON|Test-Mock-Guard-0.10|0.10|PASS
Test-Mock-LWP|LUKEC|Test-Mock-LWP-0.08|0.08|PASS|LUKEC|Test-Mock-LWP-0.08|0.08|PASS
Test-Mock-LWP-Dispatch|TADAM|Test-Mock-LWP-Dispatch-0.08|0.08|PASS|TADAM|Test-Mock-LWP-Dispatch-0.08|0.08|PASS
Test-Mock-Redis|JLAVALLEE|Test-Mock-Redis-0.22|0.22|PASS|JLAVALLEE|Test-Mock-Redis-0.22|0.22|PASS
Test-Mock-Time|POWERMAN|Test-Mock-Time-v0.1.7|v0.1.7|PASS|POWERMAN|Test-Mock-Time-v0.1.7|v0.1.7|PASS
Test-MockDateTime|WKI|Test-MockDateTime-0.02|0.02|PASS|WKI|Test-MockDateTime-0.02|0.02|PASS
Test-MockModule|GFRANKS|Test-MockModule-v0.170.0|v0.170.0|PASS|GFRANKS|Test-MockModule-v0.170.0|v0.170.0|PASS
Test-MockObject|CHROMATIC|Test-MockObject-1.20180705|1.20180705|PASS|CHROMATIC|Test-MockObject-1.20180705|1.20180705|PASS
Test-MockObject-Universal|TEX|Test-MockObject-Universal-0.11|0.11|PASS|TEX|Test-MockObject-Universal-0.11|0.11|PASS
Test-MockRandom|DAGOLDEN|Test-MockRandom-1.01|1.01|PASS|DAGOLDEN|Test-MockRandom-1.01|1.01|PASS
Test-MockTime|DDICK|Test-MockTime-0.17|0.17|PASS|DDICK|Test-MockTime-0.17|0.17|PASS
Test-Modern|TOBYINK|Test-Modern-0.013|0.013|PASS|TOBYINK|Test-Modern-0.013|0.013|PASS
Test-Module-Used|TSUCCHI|Test-Module-Used-0.2.6|0.2.6|PASS|TSUCCHI|Test-Module-Used-0.2.6|0.2.6|PASS
Test-Mojibake|SYP|Test-Mojibake-1.3|1.3|PASS|SYP|Test-Mojibake-1.3|1.3|PASS
Test-Mojo-WithRoles|JBERGER|Test-Mojo-WithRoles-0.02|0.02|PASS|JBERGER|Test-Mojo-WithRoles-0.02|0.02|PASS
Test-Moose-More|RSRCHBOY|Test-Moose-More-0.050|0.050|PASS|RSRCHBOY|Test-Moose-More-0.050|0.050|PASS
Test-More-UTF8|MONS|Test-More-UTF8-0.05|0.05|PASS|MONS|Test-More-UTF8-0.05|0.05|PASS
Test-Most|OVID|Test-Most-0.35|0.35|PASS|OVID|Test-Most-0.35|0.35|PASS
Test-Name-FromLine|SATOH|Test-Name-FromLine-0.13|0.13|PASS|SATOH|Test-Name-FromLine-0.13|0.13|PASS
Test-Needs|HAARG|Test-Needs-0.002006|0.002006|PASS|HAARG|Test-Needs-0.002006|0.002006|PASS
Test-NoSmartComments|RSRCHBOY|Test-NoSmartComments-0.005|0.005|PASS|RSRCHBOY|Test-NoSmartComments-0.005|0.005|PASS
Test-NoTabs|ETHER|Test-NoTabs-2.02|2.02|PASS|ETHER|Test-NoTabs-2.02|2.02|PASS
Test-NoWarnings|ADAMK|Test-NoWarnings-1.04|1.04|PASS|ADAMK|Test-NoWarnings-1.04|1.04|PASS
Test-Number-Delta|DAGOLDEN|Test-Number-Delta-1.06|1.06|PASS|DAGOLDEN|Test-Number-Delta-1.06|1.06|PASS
Test-Object|ETHER|Test-Object-0.08|0.08|PASS|ETHER|Test-Object-0.08|0.08|PASS
Test-Output|BDFOY|Test-Output-1.031|1.031|PASS|BDFOY|Test-Output-1.031|1.031|PASS
Test-POE-Client-TCP|BINGOS|Test-POE-Client-TCP-1.26|1.26|PASS|BINGOS|Test-POE-Client-TCP-1.26|1.26|PASS
Test-POE-Server-TCP|BINGOS|Test-POE-Server-TCP-1.20|1.20|PASS|BINGOS|Test-POE-Server-TCP-1.20|1.20|PASS
Test-POE-Stopping|ADAMK|Test-POE-Stopping-1.09|1.09|PASS|ADAMK|Test-POE-Stopping-1.09|1.09|PASS
Test-Perl-Critic|PETDANCE|Test-Perl-Critic-1.04|1.04|PASS|PETDANCE|Test-Perl-Critic-1.04|1.04|PASS
Test-Perl-Critic-Progressive|THALJEF|Test-Perl-Critic-Progressive-0.03|0.03|PASS|THALJEF|Test-Perl-Critic-Progressive-0.03|0.03|PASS
Test-PerlTidy|SHLOMIF|Test-PerlTidy-20190402|20190402|PASS|SHLOMIF|Test-PerlTidy-20190402|20190402|PASS
Test-Pod|ETHER|Test-Pod-1.52|1.52|PASS|ETHER|Test-Pod-1.52|1.52|PASS
Test-Pod-Content|MKUTTER|Test-Pod-Content-v0.0.6|v0.0.6|PASS|MKUTTER|Test-Pod-Content-v0.0.6|v0.0.6|PASS
Test-Pod-Coverage|NEILB|Test-Pod-Coverage-1.10|1.10|PASS|NEILB|Test-Pod-Coverage-1.10|1.10|PASS
Test-Pod-LinkCheck|APOCAL|Test-Pod-LinkCheck-0.008|0.008|PASS|APOCAL|Test-Pod-LinkCheck-0.008|0.008|PASS
Test-Pod-No404s|APOCAL|Test-Pod-No404s-0.02|0.02|PASS|APOCAL|Test-Pod-No404s-0.02|0.02|PASS
Test-Pod-Spelling-CommonMistakes|APOCAL|Test-Pod-Spelling-CommonMistakes-1.001|1.001|PASS|APOCAL|Test-Pod-Spelling-CommonMistakes-1.001|1.001|PASS
Test-Portability-Files|ABRAXXA|Test-Portability-Files-0.10|0.10|PASS|ABRAXXA|Test-Portability-Files-0.10|0.10|PASS
Test-Prereq|BDFOY|Test-Prereq-2.002|2.002|PASS|BDFOY|Test-Prereq-2.002|2.002|PASS
Test-RDF|KJETILK|Test-RDF-1.22|1.22|PASS|KJETILK|Test-RDF-1.22|1.22|PASS
Test-RedisServer|SONGMU|Test-RedisServer-0.21|0.21|PASS|SONGMU|Test-RedisServer-0.21|0.21|PASS
Test-Refcount|PEVANS|Test-Refcount-0.10|0.10|PASS|PEVANS|Test-Refcount-0.10|0.10|PASS
Test-Regression|MITHALDU|Test-Regression-0.08|0.08|PASS|MITHALDU|Test-Regression-0.08|0.08|PASS
Test-Reporter|DAGOLDEN|Test-Reporter-1.62|1.62|PASS|DAGOLDEN|Test-Reporter-1.62|1.62|PASS
Test-Reporter-Transport-Metabase|DAGOLDEN|Test-Reporter-Transport-Metabase-1.999010|1.999010|PASS|DAGOLDEN|Test-Reporter-Transport-Metabase-1.999010|1.999010|PASS
Test-Requires|TOKUHIROM|Test-Requires-0.10|0.10|PASS|TOKUHIROM|Test-Requires-0.10|0.10|PASS
Test-Requires-Git|BOOK|Test-Requires-Git-1.008|1.008|PASS|BOOK|Test-Requires-Git-1.008|1.008|PASS
Test-RequiresInternet|MALLEN|Test-RequiresInternet-0.05|0.05|PASS|MALLEN|Test-RequiresInternet-0.05|0.05|PASS
Test-Resub|KOLYA|Test-Resub-2.03|2.03|PASS|KOLYA|Test-Resub-2.03|2.03|PASS
Test-Roo|DAGOLDEN|Test-Roo-1.004|1.004|PASS|DAGOLDEN|Test-Roo-1.004|1.004|PASS
Test-Routine|RJBS|Test-Routine-0.027|0.027|PASS|RJBS|Test-Routine-0.027|0.027|PASS
Test-Run|SHLOMIF|Test-Run-0.0304|0.0304|PASS|SHLOMIF|Test-Run-0.0304|0.0304|PASS
Test-Run-CmdLine|SHLOMIF|Test-Run-CmdLine-0.0131|0.0131|PASS|SHLOMIF|Test-Run-CmdLine-0.0131|0.0131|PASS
Test-Script|PLICEASE|Test-Script-1.25|1.25|PASS|PLICEASE|Test-Script-1.25|1.25|PASS
Test-Script-Run|SUNNAVY|Test-Script-Run-0.08|0.08|PASS|SUNNAVY|Test-Script-Run-0.08|0.08|PASS
Test-SharedFork|EXODIST|Test-SharedFork-0.35|0.35|PASS|EXODIST|Test-SharedFork-0.35|0.35|PASS
Test-Signature|AUDREYT|Test-Signature-1.11|1.11|PASS|AUDREYT|Test-Signature-1.11|1.11|PASS
Test-Spec|AKZHAN|Test-Spec-0.54|0.54|PASS|AKZHAN|Test-Spec-0.54|0.54|PASS
Test-Spelling|CAPOEIRAB|Test-Spelling-0.25|0.25|PASS|CAPOEIRAB|Test-Spelling-0.25|0.25|PASS
Test-Strict|MANWAR|Test-Strict-0.52|0.52|PASS|MANWAR|Test-Strict-0.52|0.52|PASS
Test-SubCalls|ETHER|Test-SubCalls-1.10|1.10|PASS|ETHER|Test-SubCalls-1.10|1.10|PASS
